Epoch=2, Loss=1.9431, Val_Acc=0.3540
Epoch=3, Loss=1.7353, Val_Acc=0.3900
Epoch=4, Loss=1.5561, Val_Acc=0.4900
Epoch=5, Loss=1.4038, Val_Acc=0.6540
Epoch=6, Loss=1.2627, Val_Acc=0.7580
Epoch=7, Loss=1.1024, Val_Acc=0.8200
Epoch=8, Loss=0.9690, Val_Acc=0.8560
Epoch=9, Loss=0.8594, Val_Acc=0.8720
Epoch=10, Loss=0.7896, Val_Acc=0.8740
Epoch=11, Loss=0.6988, Val_Acc=0.8740
Epoch=12, Loss=0.6137, Val_Acc=0.8800
Epoch=13, Loss=0.5697, Val_Acc=0.8800
Epoch=14, Loss=0.5545, Val_Acc=0.8800
Epoch=15, Loss=0.5181, Val_Acc=0.8820
Epoch=16, Loss=0.4547, Val_Acc=0.8900
Epoch=17, Loss=0.4387, Val_Acc=0.8940
Epoch=18, Loss=0.3957, Val_Acc=0.8940
Epoch=19, Loss=0.3782, Val_Acc=0.9000
Epoch=20, Loss=0.3727, Val_Acc=0.9020
Epoch=21, Loss=0.3537, Val_Acc=0.9000
Epoch=22, Loss=0.3177, Val_Acc=0.9000
Epoch=23, Loss=0.3188, Val_Acc=0.8940
Epoch=24, Loss=0.3271, Val_Acc=0.8940
Epoch=25, Loss=0.3110, Val_Acc=0.8980
Epoch=26, Loss=0.2774, Val_Acc=0.8960
Epoch=27, Loss=0.2866, Val_Acc=0.8940
Epoch=28, Loss=0.2846, Val_Acc=0.8980
Epoch=29, Loss=0.2957, Val_Acc=0.9000
Epoch=30, Loss=0.3025, Val_Acc=0.8960
Epoch=31, Loss=0.2888, Val_Acc=0.8960
Epoch=32, Loss=0.2821, Val_Acc=0.8920
Epoch=33, Loss=0.2820, Val_Acc=0.8920
Epoch=34, Loss=0.2952, Val_Acc=0.8880
Epoch=35, Loss=0.2929, Val_Acc=0.8960
Epoch=36, Loss=0.2955, Val_Acc=0.8960
Epoch=37, Loss=0.3115, Val_Acc=0.8900
Epoch=38, Loss=0.2987, Val_Acc=0.8960
Epoch=39, Loss=0.2905, Val_Acc=0.9000
Epoch=40, Loss=0.2908, Val_Acc=0.9020
Epoch=41, Loss=0.2802, Val_Acc=0.9000
Epoch=42, Loss=0.2874, Val_Acc=0.8980
Epoch=43, Loss=0.2800, Val_Acc=0.9000
Epoch=44, Loss=0.2838, Val_Acc=0.9020
Epoch=45, Loss=0.2920, Val_Acc=0.9040
Epoch=46, Loss=0.2644, Val_Acc=0.9080
Epoch=47, Loss=0.2609, Val_Acc=0.9060
Epoch=48, Loss=0.2564, Val_Acc=0.9060
Epoch=49, Loss=0.3004, Val_Acc=0.9080
Epoch=50, Loss=0.2694, Val_Acc=0.9020
Epoch=51, Loss=0.2628, Val_Acc=0.9000
Epoch=52, Loss=0.2713, Val_Acc=0.9020
Epoch=53, Loss=0.2493, Val_Acc=0.9040
Epoch=54, Loss=0.2665, Val_Acc=0.9020
Epoch=55, Loss=0.2728, Val_Acc=0.9040
Epoch=56, Loss=0.2771, Val_Acc=0.9040
Epoch=57, Loss=0.2747, Val_Acc=0.9020
Epoch=58, Loss=0.2520, Val_Acc=0.8980
Epoch=59, Loss=0.2576, Val_Acc=0.9020
Epoch=60, Loss=0.2575, Val_Acc=0.8960
Epoch=61, Loss=0.2481, Val_Acc=0.8980
Epoch=62, Loss=0.2609, Val_Acc=0.8940
Epoch=63, Loss=0.2529, Val_Acc=0.8980
Epoch=64, Loss=0.2348, Val_Acc=0.8940
Epoch=65, Loss=0.2596, Val_Acc=0.8920
Epoch=66, Loss=0.2575, Val_Acc=0.8920
Epoch=67, Loss=0.2357, Val_Acc=0.8940
Epoch=68, Loss=0.2396, Val_Acc=0.8960
Epoch=69, Loss=0.2390, Val_Acc=0.8940
Epoch=70, Loss=0.2560, Val_Acc=0.8940
Epoch=71, Loss=0.2479, Val_Acc=0.8940
Epoch=72, Loss=0.2343, Val_Acc=0.8920
Epoch=73, Loss=0.2569, Val_Acc=0.8900
Epoch=74, Loss=0.2319, Val_Acc=0.8900
Epoch=75, Loss=0.2522, Val_Acc=0.8880
Epoch=76, Loss=0.2498, Val_Acc=0.8900
Epoch=77, Loss=0.2581, Val_Acc=0.8880
Epoch=78, Loss=0.2279, Val_Acc=0.8880
Epoch=79, Loss=0.2303, Val_Acc=0.8940
Epoch=80, Loss=0.2433, Val_Acc=0.8920
Epoch=81, Loss=0.2279, Val_Acc=0.8920
Epoch=82, Loss=0.2450, Val_Acc=0.8900
Epoch=83, Loss=0.2270, Val_Acc=0.8920
Epoch=84, Loss=0.2349, Val_Acc=0.8980
Epoch=85, Loss=0.2552, Val_Acc=0.9020
Epoch=86, Loss=0.2263, Val_Acc=0.9000
Epoch=87, Loss=0.2502, Val_Acc=0.8940
Epoch=88, Loss=0.2334, Val_Acc=0.8900
Epoch=89, Loss=0.2274, Val_Acc=0.8920
Epoch=90, Loss=0.2315, Val_Acc=0.8980
Epoch=91, Loss=0.2294, Val_Acc=0.9020
Epoch=92, Loss=0.2463, Val_Acc=0.8940
Epoch=93, Loss=0.2284, Val_Acc=0.8960
Epoch=94, Loss=0.2593, Val_Acc=0.8880
Epoch=95, Loss=0.2413, Val_Acc=0.8840
Epoch=96, Loss=0.2423, Val_Acc=0.8880
Epoch=97, Loss=0.2325, Val_Acc=0.8860
Epoch=98, Loss=0.2348, Val_Acc=0.8940
Epoch=99, Loss=0.2157, Val_Acc=0.8940
Epoch=100, Loss=0.2431, Val_Acc=0.8920
Epoch=101, Loss=0.2306, Val_Acc=0.8900
