Epoch=2, Loss=1.9721, Val_Acc=0.5340
Epoch=3, Loss=1.5987, Val_Acc=0.6300
Epoch=4, Loss=1.2720, Val_Acc=0.6740
Epoch=5, Loss=1.0032, Val_Acc=0.7220
Epoch=6, Loss=0.7961, Val_Acc=0.7820
Epoch=7, Loss=0.6184, Val_Acc=0.8320
Epoch=8, Loss=0.4883, Val_Acc=0.8620
Epoch=9, Loss=0.3946, Val_Acc=0.8740
Epoch=10, Loss=0.3213, Val_Acc=0.8740
Epoch=11, Loss=0.2606, Val_Acc=0.8800
Epoch=12, Loss=0.2120, Val_Acc=0.8880
Epoch=13, Loss=0.1752, Val_Acc=0.8840
Epoch=14, Loss=0.1474, Val_Acc=0.8880
Epoch=15, Loss=0.1267, Val_Acc=0.8960
Epoch=16, Loss=0.1118, Val_Acc=0.8960
Epoch=17, Loss=0.1008, Val_Acc=0.8940
Epoch=18, Loss=0.0922, Val_Acc=0.8940
Epoch=19, Loss=0.0851, Val_Acc=0.8880
Epoch=20, Loss=0.0797, Val_Acc=0.8880
Epoch=21, Loss=0.0760, Val_Acc=0.8920
Epoch=22, Loss=0.0743, Val_Acc=0.8940
Epoch=23, Loss=0.0743, Val_Acc=0.8960
Epoch=24, Loss=0.0754, Val_Acc=0.8960
Epoch=25, Loss=0.0766, Val_Acc=0.9000
Epoch=26, Loss=0.0777, Val_Acc=0.9020
Epoch=27, Loss=0.0792, Val_Acc=0.9020
Epoch=28, Loss=0.0814, Val_Acc=0.9000
Epoch=29, Loss=0.0841, Val_Acc=0.8940
Epoch=30, Loss=0.0868, Val_Acc=0.9000
Epoch=31, Loss=0.0891, Val_Acc=0.8980
Epoch=32, Loss=0.0908, Val_Acc=0.8960
Epoch=33, Loss=0.0922, Val_Acc=0.8940
Epoch=34, Loss=0.0935, Val_Acc=0.8960
Epoch=35, Loss=0.0947, Val_Acc=0.8960
Epoch=36, Loss=0.0952, Val_Acc=0.8980
Epoch=37, Loss=0.0947, Val_Acc=0.8980
Epoch=38, Loss=0.0937, Val_Acc=0.8980
Epoch=39, Loss=0.0925, Val_Acc=0.8960
Epoch=40, Loss=0.0913, Val_Acc=0.9000
Epoch=41, Loss=0.0898, Val_Acc=0.8980
Epoch=42, Loss=0.0880, Val_Acc=0.9040
Epoch=43, Loss=0.0862, Val_Acc=0.9040
Epoch=44, Loss=0.0845, Val_Acc=0.9040
Epoch=45, Loss=0.0831, Val_Acc=0.9040
Epoch=46, Loss=0.0816, Val_Acc=0.9040
Epoch=47, Loss=0.0800, Val_Acc=0.9060
Epoch=48, Loss=0.0786, Val_Acc=0.9040
Epoch=49, Loss=0.0775, Val_Acc=0.9000
Epoch=50, Loss=0.0765, Val_Acc=0.9020
Epoch=51, Loss=0.0757, Val_Acc=0.9040
Epoch=52, Loss=0.0750, Val_Acc=0.9040
Epoch=53, Loss=0.0744, Val_Acc=0.9040
Epoch=54, Loss=0.0740, Val_Acc=0.9040
Epoch=55, Loss=0.0737, Val_Acc=0.9040
Epoch=56, Loss=0.0734, Val_Acc=0.9040
Epoch=57, Loss=0.0732, Val_Acc=0.9060
Epoch=58, Loss=0.0730, Val_Acc=0.9040
Epoch=59, Loss=0.0728, Val_Acc=0.9040
Epoch=60, Loss=0.0726, Val_Acc=0.9040
Epoch=61, Loss=0.0724, Val_Acc=0.9040
Epoch=62, Loss=0.0722, Val_Acc=0.9040
Epoch=63, Loss=0.0720, Val_Acc=0.9040
Epoch=64, Loss=0.0717, Val_Acc=0.9040
Epoch=65, Loss=0.0714, Val_Acc=0.9020
Epoch=66, Loss=0.0711, Val_Acc=0.9020
Epoch=67, Loss=0.0708, Val_Acc=0.9020
Epoch=68, Loss=0.0704, Val_Acc=0.9020
Epoch=69, Loss=0.0701, Val_Acc=0.9020
Epoch=70, Loss=0.0698, Val_Acc=0.9000
Epoch=71, Loss=0.0695, Val_Acc=0.9000
Epoch=72, Loss=0.0693, Val_Acc=0.9000
Epoch=73, Loss=0.0690, Val_Acc=0.9000
Epoch=74, Loss=0.0687, Val_Acc=0.8980
Epoch=75, Loss=0.0685, Val_Acc=0.8980
Epoch=76, Loss=0.0683, Val_Acc=0.8980
Epoch=77, Loss=0.0680, Val_Acc=0.8960
Epoch=78, Loss=0.0678, Val_Acc=0.8960
Epoch=79, Loss=0.0677, Val_Acc=0.8960
Epoch=80, Loss=0.0675, Val_Acc=0.8960
Epoch=81, Loss=0.0673, Val_Acc=0.8960
Epoch=82, Loss=0.0672, Val_Acc=0.8960
Epoch=83, Loss=0.0670, Val_Acc=0.8960
Epoch=84, Loss=0.0669, Val_Acc=0.8960
Epoch=85, Loss=0.0668, Val_Acc=0.8960
Epoch=86, Loss=0.0667, Val_Acc=0.8960
Epoch=87, Loss=0.0665, Val_Acc=0.8960
Epoch=88, Loss=0.0664, Val_Acc=0.8960
Epoch=89, Loss=0.0663, Val_Acc=0.8960
Epoch=90, Loss=0.0662, Val_Acc=0.8940
Epoch=91, Loss=0.0660, Val_Acc=0.8940
Epoch=92, Loss=0.0659, Val_Acc=0.8940
Epoch=93, Loss=0.0658, Val_Acc=0.8940
Epoch=94, Loss=0.0657, Val_Acc=0.8940
Epoch=95, Loss=0.0656, Val_Acc=0.8940
Epoch=96, Loss=0.0655, Val_Acc=0.8940
Epoch=97, Loss=0.0654, Val_Acc=0.8920
Epoch=98, Loss=0.0653, Val_Acc=0.8920
Epoch=99, Loss=0.0652, Val_Acc=0.8920
Epoch=100, Loss=0.0651, Val_Acc=0.8920
Epoch=101, Loss=0.0650, Val_Acc=0.8920
